discovery_run,source,query,query_translation,retrieved_at_utc,pmc_uid,pmcid,pmid,doi,title,pubdate,existing_48_candidate,automated_scope_flag
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13389228,PMC13389228,,10.1002/hsr2.72620,Relationship Between ST-Segment Resolution and Clinical Outcomes After Primary Percutaneous Coronary Intervention of Bifurcation Lesion in Patients With ST Elevation Myocardial Infarction: A Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13388307,PMC13388307,,10.3389/fcvm.2026.1832873,The association between C-reactive protein-triglyceride glucose index and all-cause mortality in patients with cardiovascular-kidney-metabolic syndrome: a single-center retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13389146,PMC13389146,,10.1177/11795514261471400,Effectiveness and Safety of the MiniMed 780G Advanced Hybrid Closed-Loop System in Older Adults With Type 1 Diabetes: A Comparative Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13389884,PMC13389884,,10.12669/pjms.42.7.13245,Malnutrition-induced frailty and risk of early rehospitalization in heart failure: A Survival analysis from a prospective cohort study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13388263,PMC13388263,,10.3389/fnins.2026.1818367,Predictors of unfavorable 3-month functional outcome following intravenous thrombolysis with alteplase in anterior circulation acute ischemic stroke: a prospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13389202,PMC13389202,,10.1177/20420986261462669,Sex-specific risk factors for genital infections associated with SGLT2 inhibitors in type 2 diabetes: a retrospective cohort study and disproportionality analysis using JADER.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13390809,PMC13390809,,10.1371/journal.pone.0354433,Pragmatic cardiovascular-kidney-metabolic burden categories and 5-year all-cause mortality in Vietnamese outpatients: A retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13385274,PMC13385274,,10.3389/fendo.2026.1844215,Association of triglyceride-glucose and obesity-derived indices with the risk of aortic stenosis among individuals in cardiovascular-kidney-metabolic syndrome stages 0-3: a prospective cohort study from the UK Biobank.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13385109,PMC13385109,,10.3389/fnut.2026.1827345,Association of non-high-density lipoprotein cholesterol to high-density lipoprotein cholesterol ratio (NHHR) with cardiovascular mortality in peritoneal dialysis patients: a prospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13385639,PMC13385639,,10.2147/dddt.s615968,Safety of Short-T erm Low-Dose Olanzapine in Patients with Cancer and Diabetes Receiving Cisplatin-Based Chemotherapy: A Retrospective TriNetX Cohort Study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13385107,PMC13385107,,10.3389/fcvm.2026.1830398,"Unveiling a J-shaped association between the triglyceride-glucose index and in-hospital major adverse cardiovascular events in patients with acute myocardial infarction: a retrospective cohort study of 1,065 patients.",2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13385450,PMC13385450,,10.3389/fpubh.2026.1889187,Cardiovascular composite events and the healthy worker effect among noise-exposed workers: a retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13387849,PMC13387849,,10.3346/jkms.2026.41.e161,Sex Differences in Long-term Outcomes Following Coronary Artery Bypass Grafting: A Nationwide Population-Based Propensity Score-Matched Cohort Study.,2026 Jul 20,yes,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13386084,PMC13386084,,10.1136/bmjopen-2025-115135,"Machine learning evaluation of clinical, social and behavioural factors influencing progression from pre-diabetes to type 2 diabetes: a retrospective cohort study in southeast Michigan.",2026 Jul 16,no,exclude_title:prediction_or_ml
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13381236,PMC13381236,,10.3389/fnut.2026.1854100,Association of healthy lifestyle with coronary artery disease risk varies by weight status: a prospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13382457,PMC13382457,,10.1016/j.eclinm.2026.104071,Clinical outcomes of invasive versus conservative strategies for very high-risk patients with non-ST-elevation acute coronary syndrome: an observational cohort study in a real-world population of China.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384269,PMC13384269,,10.1371/journal.pone.0353956,Comparative effects of SGLT2 inhibitors and GLP-1 receptor agonists on osteoarthritis risk in patients with type 2 diabetes mellitus: A multi-institutional cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384616,PMC13384616,,10.1097/md.0000000000049836,Pulse pressure trajectories and diabetes risk: A gender-specific cohort study.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384551,PMC13384551,,10.1097/md.0000000000049786,The prognostic value of the neutrophil percentage-to-albumin ratio for all-cause and cardiovascular mortality in chronic kidney disease: A retrospective cohort study using NHANES 1999 to 2018.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384687,PMC13384687,,10.1097/md.0000000000049809,Clinical efficacy and safety of tenecteplase combined with argatroban for acute ischemic stroke: A single-center retrospective cohort study.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384559,PMC13384559,,10.1097/md.0000000000049713,Association of AISI and SIRI levels with mortality risk in patients with type 2 diabetes: A retrospective cohort study.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13384665,PMC13384665,,10.1097/md.0000000000049760,Association between aggregate index of systemic inflammation and in-hospital new-onset AF in myocardial infarction with nonobstructive coronary arteries: A retrospective cohort study.,2026 Jul 17,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13380770,PMC13380770,,10.1016/j.ijcrp.2026.200678,Healthcare utilization patterns prior to a first heart failure diagnosis in a 90 day mortality cohort: A retrospective cohort study.,2026 Sep,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13380083,PMC13380083,,10.1016/j.eclinm.2026.104061,Ethnic and socioeconomic inequalities in stroke risk factors and primary prevention: the South London Stroke Register cohort study 1995-2024.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13379011,PMC13379011,,10.1371/journal.pone.0351780,Adolescent cognitive function and risk of gestational diabetes mellitus: A retrospective population-based cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13376527,PMC13376527,,10.1177/03000605261467013,Development and validation of a predictive model for the severity of hyperlipidemic acute pancreatitis based on the bedside index for severity in acute pancreatitis and metabolic score for insulin resistance: A retrospective cohort study.,2026 Jul,no,exclude_title:prediction_or_ml
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13376105,PMC13376105,,10.1007/s44197-026-00615-x,Impact of Therapeutic Inertia on Glycemic Control and Diabetes-Related Complications in Type 2 Diabetes: A 3-Year Retrospective Cohort Study.,2026 Jul 15,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13372655,PMC13372655,,10.3389/fendo.2026.1873073,Predictive value of routine ultrasound indicators in the second trimester for gestational diabetes mellitus: a retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13374871,PMC13374871,,10.1371/journal.pone.0353388,Association between glycemic control and chronic kidney disease development in older patients with type 2 diabetes: A retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13374916,PMC13374916,,10.1371/journal.pmed.1005180,Correction: Plasma proteomic signatures of early retinal neurodegeneration in diabetes: a multi-cohort study.,2026 Jul,no,exclude_title:genetic_or_omics
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13372826,PMC13372826,,10.1007/s00431-026-07214-9,Clinical factors associated with retreatment and early coronary outcomes in Kawasaki disease in children aged < 6 months: a single-center cohort study.,2026 Jul 15,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13369579,PMC13369579,,10.1002/hsr2.72801,The Association Between PIV and Mortality in US Stroke Survivors: A NHANES 1999-2018 Retrospective Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13368627,PMC13368627,,10.3389/fneur.2026.1801145,Risk factors of nasogastric tube removal failure in acute ischemic stroke patients: a 3-months follow-up cohort study at a single institute.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13365883,PMC13365883,,10.1002/hsr2.72809,"Prevalence, Clinical Associations, and Outcomes of Cardiorenal Anemia Syndrome Among Patients With Heart Failure Attending a Tertiary Hospital in Dodoma, Tanzania: A Prospective Observational Cohort Study.",2026 Jul,no,requires_full_text_screen
